fecha,project_name,project_id,project_number,servicio,costo,descuentos,promociones_y_otros,subtotal
2025-03-23,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,VMware Engine,1287.333089,0.000000,0.000000,1287.333089
2025-03-23,,,,Support,176.291130,0.000000,0.000000,176.291130
2025-03-23,gtd-private-interconnect,gtd-private-interconnect,549706777962,Compute Engine,112.123090,0.000000,0.000000,112.123090
2025-03-23,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Compute Engine,80.520193,0.000000,0.000000,80.520193
2025-03-23,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Compute Engine,13.790571,0.000000,0.000000,13.790571
2025-03-23,gtd-prj-backup-001,gtd-prj-backup-001,18927912085,Cloud Storage,11.327056,0.000000,0.000000,11.327056
2025-03-23,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Managed Service for Microsoft Active Directory,10.823104,0.000000,0.000000,10.823104
2025-03-23,Snowflake,datos-433017,964471574790,Cloud Composer,10.657962,0.000000,0.000000,10.657962
2025-03-23,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Networking,7.642447,-0.170880,0.000000,7.471567
2025-03-23,gtd-prj-backup-veeam-001,gtd-prj-backup-veeam-001,556560816349,Cloud Storage,6.458980,0.000000,0.000000,6.458980
2025-03-23,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Cloud SQL,3.505138,0.000000,0.000000,3.505138
2025-03-23,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Compute Engine,3.386191,0.000000,0.000000,3.386191
2025-03-23,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Vertex AI,2.858761,0.000000,0.000000,2.858761
2025-03-23,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Vertex AI,2.041860,0.000000,0.000000,2.041860
2025-03-23,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Networking,1.883736,0.000000,0.000000,1.883736
2025-03-23,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Networking,1.824791,-0.018690,0.000000,1.806101
2025-03-23,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Networking,1.806099,0.000000,0.000000,1.806099
2025-03-23,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Networking,1.806099,0.000000,0.000000,1.806099
2025-03-23,telconor,telconor,26233976157,Compute Engine,1.791431,0.000000,0.000000,1.791431
2025-03-23,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Vertex AI,1.769744,0.000000,0.000000,1.769744
2025-03-23,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Compute Engine,1.390422,0.000000,0.000000,1.390422
2025-03-23,Snowflake,datos-433017,964471574790,Compute Engine,1.270917,0.000000,0.000000,1.270917
2025-03-23,Preventa,preventa-406613,594282942700,Networking,0.903048,0.000000,0.000000,0.903048
2025-03-23,Snowflake,datos-433017,964471574790,Networking,1.237049,-0.334001,0.000000,0.903048
2025-03-23,Snowflake,datos-433017,964471574790,Cloud Monitoring,0.758933,0.000000,0.000000,0.758933
2025-03-23,gtd-prj-suralis,gtd-prj-suralis,101376950122,Compute Engine,0.180605,0.000000,0.000000,0.180605
2025-03-23,Snowflake,datos-433017,964471574790,BigQuery,0.094104,0.000000,0.000000,0.094104
2025-03-23,gtd-prj-suralis,gtd-prj-suralis,101376950122,Cloud Storage,0.049785,0.000000,0.000000,0.049785
2025-03-23,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Backup and DR Service,0.036243,0.000000,0.000000,0.036243
2025-03-23,Snowflake,datos-433017,964471574790,Cloud Storage,0.016415,0.000000,0.000000,0.016415
2025-03-23,Preventa,preventa-406613,594282942700,Cloud Key Management Service (KMS),0.013595,0.000000,0.000000,0.013595
2025-03-23,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Cloud DNS,0.010770,0.000000,0.000000,0.010770
2025-03-23,Preventa,preventa-406613,594282942700,Cloud DNS,0.007185,0.000000,0.000000,0.007185
2025-03-23,Snowflake,datos-433017,964471574790,Artifact Registry,0.006987,0.000000,0.000000,0.006987
2025-03-23,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Cloud Storage,0.004396,0.000000,0.000000,0.004396
2025-03-23,gtd-prj-prod-obs-vzor,gtd-prj-prod-obs-vzor,594063404612,Cloud DNS,0.003585,0.000000,0.000000,0.003585
2025-03-23,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Artifact Registry,0.000703,0.000000,0.000000,0.000703
2025-03-23,Preventa,preventa-406613,594282942700,Compute Engine,0.000177,0.000000,0.000000,0.000177
2025-03-23,gtd-prj-codelpa,gtd-prj-codelpa,512988914564,Cloud Storage,0.000056,0.000000,0.000000,0.000056
2025-03-23,Snowflake,datos-433017,964471574790,Dataplex,0.000019,0.000000,0.000000,0.000019
2025-03-23,,,,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-23,telconor,telconor,26233976157,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,BigQuery,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,BigQuery,0.000000,0.000000,0.000000,0.000000
2025-03-23,primus-prj-m2vm-host-001,primus-prj-m2vm-host-001,678410470076,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-billing-001,gtd-prj-billing-001,487666489813,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,BigQuery,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Dataplex,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Networking,0.040050,-0.040050,0.000000,0.000000
2025-03-23,Preventa,preventa-406613,594282942700,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Vertex AI Search,0.000000,0.000000,0.000000,0.000000
2025-03-23,Demo IAGen - Cisco Mining,sincere-muse-439619-f5,11676406949,Artifact Registry,0.000000,0.000000,0.000000,0.000000
2025-03-23,telconor,telconor,26233976157,Networking,0.042720,-0.042720,0.000000,0.000000
2025-03-23,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Dataplex,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-gcve-sistemas-002,gtd-prj-prod-gcve-sistemas-002,679602816297,VMware Engine,1202.580000,0.000000,-1202.580000,0.000000
2025-03-23,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,VM Manager,0.138840,-0.138840,0.000000,0.000000
2025-03-23,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,telconor,telconor,26233976157,cPanel & WHM Web Hosting Panel for Ubuntu - BYOL,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Vertex AI Search,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-prj-prod-gcve-sistemas-002,gtd-prj-prod-gcve-sistemas-002,679602816297,Invoice,25.269898,0.000000,-25.269898,0.000000
2025-03-23,Snowflake,datos-433017,964471574790,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,Snowflake,datos-433017,964471574790,Secret Manager,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-23,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,VMware Engine,1969.151952,0.000000,0.000000,1969.151952
2025-03-22,gtd-prj-backup-veeam-001,gtd-prj-backup-veeam-001,556560816349,Cloud Storage,1145.690354,0.000000,0.000000,1145.690354
2025-03-22,,,,Support,386.370430,0.000000,0.000000,386.370430
2025-03-22,gtd-prj-backup-001,gtd-prj-backup-001,18927912085,Cloud Storage,284.979127,0.000000,0.000000,284.979127
2025-03-22,gtd-private-interconnect,gtd-private-interconnect,549706777962,Compute Engine,198.904299,0.000000,0.000000,198.904299
2025-03-22,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Compute Engine,125.287616,0.000000,0.000000,125.287616
2025-03-22,gtd-prj-suralis,gtd-prj-suralis,101376950122,Cloud Storage,70.488275,0.000000,0.000000,70.488275
2025-03-22,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Cloud Storage,53.519837,0.000000,0.000000,53.519837
2025-03-22,gtd-prj-codelpa,gtd-prj-codelpa,512988914564,Cloud Storage,22.402904,0.000000,0.000000,22.402904
2025-03-22,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Compute Engine,21.937083,0.000000,0.000000,21.937083
2025-03-22,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Managed Service for Microsoft Active Directory,19.199984,0.000000,0.000000,19.199984
2025-03-22,Snowflake,datos-433017,964471574790,Cloud Composer,16.943791,0.000000,0.000000,16.943791
2025-03-22,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Networking,13.507940,-0.256320,0.000000,13.251620
2025-03-22,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Cloud SQL,7.647485,0.000000,0.000000,7.647485
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Vertex AI,6.147673,0.000000,0.000000,6.147673
2025-03-22,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Compute Engine,5.600242,0.000000,0.000000,5.600242
2025-03-22,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Vertex AI,3.622224,0.000000,0.000000,3.622224
2025-03-22,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Networking,3.340872,0.000000,0.000000,3.340872
2025-03-22,telconor,telconor,26233976157,Compute Engine,3.284096,0.000000,0.000000,3.284096
2025-03-22,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Networking,3.203982,0.000000,0.000000,3.203982
2025-03-22,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Networking,3.220001,-0.016020,0.000000,3.203981
2025-03-22,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Networking,3.203980,0.000000,0.000000,3.203980
2025-03-22,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Vertex AI,3.139513,0.000000,0.000000,3.139513
2025-03-22,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Compute Engine,2.466580,0.000000,0.000000,2.466580
2025-03-22,Snowflake,datos-433017,964471574790,Compute Engine,2.328789,0.000000,0.000000,2.328789
2025-03-22,Preventa,preventa-406613,594282942700,Networking,1.601984,0.000000,0.000000,1.601984
2025-03-22,Snowflake,datos-433017,964471574790,Networking,2.135968,-0.533984,0.000000,1.601984
2025-03-22,Snowflake,datos-433017,964471574790,Cloud Monitoring,1.138874,0.000000,0.000000,1.138874
2025-03-22,Preventa,preventa-406613,594282942700,Cloud Storage,0.412628,0.000000,0.000000,0.412628
2025-03-22,gtd-prj-suralis,gtd-prj-suralis,101376950122,Compute Engine,0.320384,0.000000,0.000000,0.320384
2025-03-22,Snowflake,datos-433017,964471574790,Cloud Storage,0.195332,0.000000,0.000000,0.195332
2025-03-22,Snowflake,datos-433017,964471574790,BigQuery,0.188208,0.000000,0.000000,0.188208
2025-03-22,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,BigQuery,0.181296,0.000000,0.000000,0.181296
2025-03-22,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Backup and DR Service,0.063562,0.000000,0.000000,0.063562
2025-03-22,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Cloud Storage,0.052119,0.000000,0.000000,0.052119
2025-03-22,Preventa,preventa-406613,594282942700,Cloud Key Management Service (KMS),0.024125,0.000000,0.000000,0.024125
2025-03-22,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Cloud DNS,0.022978,0.000000,0.000000,0.022978
2025-03-22,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Cloud Storage,0.012551,0.000000,0.000000,0.012551
2025-03-22,Snowflake,datos-433017,964471574790,Artifact Registry,0.012394,0.000000,0.000000,0.012394
2025-03-22,Preventa,preventa-406613,594282942700,Cloud DNS,0.011496,0.000000,0.000000,0.011496
2025-03-22,gtd-prj-prod-obs-vzor,gtd-prj-prod-obs-vzor,594063404612,Cloud DNS,0.005736,0.000000,0.000000,0.005736
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Artifact Registry,0.001246,0.000000,0.000000,0.001246
2025-03-22,Preventa,preventa-406613,594282942700,Compute Engine,0.000267,0.000000,0.000000,0.000267
2025-03-22,Snowflake,datos-433017,964471574790,Dataplex,0.000033,0.000000,0.000000,0.000033
2025-03-22,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Dataplex,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-gcve-sistemas-002,gtd-prj-prod-gcve-sistemas-002,679602816297,Invoice,325.403977,0.000000,-325.403977,0.000000
2025-03-22,Snowflake,datos-433017,964471574790,Secret Manager,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-billing-001,gtd-prj-billing-001,487666489813,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,BigQuery,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,VM Manager,0.256320,-0.256320,0.000000,0.000000
2025-03-22,Preventa,preventa-406613,594282942700,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-billing-001,gtd-prj-billing-001,487666489813,BigQuery,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,BigQuery,0.000000,0.000000,0.000000,0.000000
2025-03-22,Snowflake,datos-433017,964471574790,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Cloud Storage,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Cloud Storage,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Networking,0.042720,-0.042720,0.000000,0.000000
2025-03-22,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-gcve-sistemas-002,gtd-prj-prod-gcve-sistemas-002,679602816297,VMware Engine,1924.128000,0.000000,-1924.128000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-22,telconor,telconor,26233976157,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,primus-prj-m2vm-host-001,primus-prj-m2vm-host-001,678410470076,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,Demo IAGen - Cisco Mining,sincere-muse-439619-f5,11676406949,Cloud Storage,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Networking,0.061410,-0.061410,0.000000,0.000000
2025-03-22,telconor,telconor,26233976157,Networking,0.064080,-0.064080,0.000000,0.000000
2025-03-22,Demo IAGen - Cisco Mining,sincere-muse-439619-f5,11676406949,Artifact Registry,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Vertex AI Search,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Vertex AI Search,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-prj-monitoring-001,gtd-prj-monitoring-001,787596661561,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Dataplex,0.000000,0.000000,0.000000,0.000000
2025-03-22,telconor,telconor,26233976157,cPanel & WHM Web Hosting Panel for Ubuntu - BYOL,0.000000,0.000000,0.000000,0.000000
2025-03-22,,,,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Deep Learning VM,0.000000,0.000000,0.000000,0.000000
2025-03-22,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,VMware Engine,1969.151952,0.000000,0.000000,1969.151952
2025-03-21,gtd-prj-backup-veeam-001,gtd-prj-backup-veeam-001,556560816349,Cloud Storage,1184.198017,0.000000,0.000000,1184.198017
2025-03-21,,,,Support,390.211681,0.000000,0.000000,390.211681
2025-03-21,gtd-prj-backup-001,gtd-prj-backup-001,18927912085,Cloud Storage,290.221807,0.000000,0.000000,290.221807
2025-03-21,gtd-private-interconnect,gtd-private-interconnect,549706777962,Compute Engine,198.904297,0.000000,0.000000,198.904297
2025-03-21,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Compute Engine,149.966887,0.000000,0.000000,149.966887
2025-03-21,gtd-prj-suralis,gtd-prj-suralis,101376950122,Cloud Storage,69.822936,0.000000,0.000000,69.822936
2025-03-21,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Cloud Storage,53.519242,0.000000,0.000000,53.519242
2025-03-21,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Compute Engine,21.937087,0.000000,0.000000,21.937087
2025-03-21,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Managed Service for Microsoft Active Directory,19.199982,0.000000,0.000000,19.199982
2025-03-21,Snowflake,datos-433017,964471574790,Cloud Composer,16.944249,0.000000,0.000000,16.944249
2025-03-21,gtd-prj-codelpa,gtd-prj-codelpa,512988914564,Cloud Storage,15.221587,0.000000,0.000000,15.221587
2025-03-21,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Networking,13.519280,-0.256320,0.000000,13.262960
2025-03-21,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Vertex AI,8.139002,0.000000,0.000000,8.139002
2025-03-21,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Cloud SQL,7.647490,0.000000,0.000000,7.647490
2025-03-21,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Compute Engine,5.599611,0.000000,0.000000,5.599611
2025-03-21,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Vertex AI,4.785728,0.000000,0.000000,4.785728
2025-03-21,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Vertex AI,3.870550,0.000000,0.000000,3.870550
2025-03-21,gtd-prj-prod-shd-net-001,gtd-prj-prod-shd-net-001,275732325331,Networking,3.340911,0.000000,0.000000,3.340911
2025-03-21,telconor,telconor,26233976157,Compute Engine,3.297174,0.000000,0.000000,3.297174
2025-03-21,gtp-prj-activedirectory-001,gtp-prj-activedirectory-001,221495248342,Networking,3.203982,0.000000,0.000000,3.203982
2025-03-21,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Networking,3.203979,0.000000,0.000000,3.203979
2025-03-21,gtd-prj-prod-gcve-sistemas-001,gtd-prj-prod-gcve-sistemas-001,909532972476,Networking,3.225338,-0.021360,0.000000,3.203978
2025-03-21,gtd-prj-prod-net-uah-001,gtd-prj-prod-net-uah-001,804020278966,Compute Engine,2.466578,0.000000,0.000000,2.466578
2025-03-21,Snowflake,datos-433017,964471574790,Compute Engine,2.332570,0.000000,0.000000,2.332570
2025-03-21,Snowflake,datos-433017,964471574790,Networking,2.141309,-0.539325,0.000000,1.601984
2025-03-21,Preventa,preventa-406613,594282942700,Networking,1.601984,0.000000,0.000000,1.601984
2025-03-21,Snowflake,datos-433017,964471574790,Cloud Monitoring,1.135832,0.000000,0.000000,1.135832
2025-03-21,Preventa,preventa-406613,594282942700,Cloud Storage,0.753834,0.000000,0.000000,0.753834
2025-03-21,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,BigQuery Reservation API,0.682276,0.000000,0.000000,0.682276
2025-03-21,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,BigQuery,0.573457,0.000000,0.000000,0.573457
2025-03-21,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,BigQuery Reservation API,0.475917,0.000000,0.000000,0.475917
2025-03-21,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,BigQuery,0.362367,0.000000,0.000000,0.362367
2025-03-21,gtd-prj-suralis,gtd-prj-suralis,101376950122,Compute Engine,0.320384,0.000000,0.000000,0.320384
2025-03-21,Snowflake,datos-433017,964471574790,Cloud Storage,0.195025,0.000000,0.000000,0.195025
2025-03-21,Snowflake,datos-433017,964471574790,BigQuery,0.188208,0.000000,0.000000,0.188208
2025-03-21,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Cloud Storage,0.088285,0.000000,0.000000,0.088285
2025-03-21,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Backup and DR Service,0.062462,0.000000,0.000000,0.062462
2025-03-21,gtd-prj-prod-bastion-sis-001,gtd-prj-prod-bastion-sis-001,926852352669,Cloud Storage,0.052119,0.000000,0.000000,0.052119
2025-03-21,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Cloud Storage,0.029505,0.000000,0.000000,0.029505
2025-03-21,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,Cloud DNS,0.025650,0.000000,0.000000,0.025650
2025-03-21,Preventa,preventa-406613,594282942700,Cloud Key Management Service (KMS),0.024117,0.000000,0.000000,0.024117
2025-03-21,Snowflake,datos-433017,964471574790,Artifact Registry,0.012395,0.000000,0.000000,0.012395
2025-03-21,Preventa,preventa-406613,594282942700,Cloud DNS,0.011496,0.000000,0.000000,0.011496
2025-03-21,gtd-prj-prod-obs-vzor,gtd-prj-prod-obs-vzor,594063404612,Cloud DNS,0.005736,0.000000,0.000000,0.005736
2025-03-21,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,Artifact Registry,0.001245,0.000000,0.000000,0.001245
2025-03-21,Preventa,preventa-406613,594282942700,Compute Engine,0.000272,0.000000,0.000000,0.000272
2025-03-21,Snowflake,datos-433017,964471574790,Dataplex,0.000035,0.000000,0.000000,0.000035
2025-03-21,Demo IAGen - Cisco Mining,sincere-muse-439619-f5,11676406949,Cloud Storage,0.000003,0.000000,0.000000,0.000003
2025-03-21,Snowflake,datos-433017,964471574790,Secret Manager,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-prj-monitoring-001,gtd-prj-monitoring-001,787596661561,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-21,Demo IAGen - Cisco Mining,sincere-muse-439619-f5,11676406949,Artifact Registry,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Deep Learning VM,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Networking,0.056070,-0.056070,0.000000,0.000000
2025-03-21,gtd-gestion-tickets-poc,gtd-gestion-tickets-poc,604332034635,BigQuery Storage API,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-document-gen-ai-mvp,analisis-de-contratos-ia,788241563089,Compute Engine,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-mvp-contracts-genai,gtd-mvp-contracts-genai,723871874985,Cloud Logging,0.000000,0.000000,0.000000,0.000000
2025-03-21,gtd-prj-net-hub-001,gtd-prj-net-hub-001,477209047095,VM Manager,0.256320,-0.256320,0.000000,0.000000
2025-03-21,telconor,telconor,26233976157,Networking,0.064080,-0.064080,0.000000,0.000000
