customer_name,cloud_account_number,product_name,usage_type,price_book,seller_cost_usd,customer_cost_usd,margin_usd,usage_quantity,fecha
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-AKL1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-SAE1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-TPE1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-BKK1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-DEN1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-LAS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-LAX1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-LAX1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,Amazon Elastic Compute Cloud,USE1-USW2-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-PDX1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-PDX1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-PDX1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Key Management Service,ap-northeast-1-KMS-Requests,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Key Management Service,us-west-1-KMS-Requests,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Key Management Service,us-east-2-KMS-Requests,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-LOS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-CCU1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-CCU1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-MCT1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,USE1-APS3-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,Amazon Elastic Compute Cloud,USE1-APS3-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-APN3-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-APN3-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Elastic Load Balancing,USE1-APN2-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-APS1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-APN1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-PER1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-PER1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,USE1-CAN1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,USE1-EUC1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Elastic Load Balancing,USE1-EU-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,USE1-EU-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-EUW3-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-AKL1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-AKL1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-MNL1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-SAE1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-TPE1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-TPE1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-BKK1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-DEN1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-USW1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Elastic Compute Cloud,USE1-USW1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-USW1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-PDX1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE2-USW1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,APN1-AWSSecretsManagerAPIRequest,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,EBS:SnapshotUsage,AWS Price Book,6.99,7.21,0.216,144.2,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Notification Service,APS1-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Queue Service,USW2-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,AWS Config,ConfigurationItemRecorded (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,AWS Data Transfer,DataTransfer-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,AWS Data Transfer,DataTransfer-Regional-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),872780047379,AWS Data Transfer,USE1-APN2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),872780047379,AWS Data Transfer,USE1-APS3-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Data Transfer,USE1-EUC1-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),872780047379,AWS Data Transfer,USE1-EUN1-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),872780047379,AWS Data Transfer,USE1-EUW2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,AWS Data Transfer,USE1-EUW2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Data Transfer,USE1-EUW2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Data Transfer,USE1-USW2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),872780047379,AWS Data Transfer,USE1-USW2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,AWS Data Transfer,USE1-USW2-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,AWS Data Transfer,USE2-DataTransfer-Regional-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,AWS Data Transfer,USE2-USE1-AWS-Out-Bytes (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,LCUUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Elastic Load Balancing,LCUUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,LCUUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Elastic Load Balancing,LoadBalancerUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-AP-IN-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Global Accelerator,NA-AP-OUT-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-EU-IN-Bytes-AWS (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Global Accelerator,NA-EU-OUT-Bytes-AWS (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-EU-OUT-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Global Accelerator,NA-EU-OUT-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Global Accelerator,NA-IN-IN-Bytes-AWS (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-IN-IN-Bytes-AWS (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Global Accelerator,NA-IN-OUT-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Global Accelerator,NA-KR-OUT-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-NA-IN-Bytes-AWS (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-NA-IN-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Global Accelerator,NA-SA-IN-Bytes-Internet (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,APN2-AWSSecretsManagerAPIRequest (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,APS3-AWSSecretsManagerAPIRequest (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,EU-AWSSecretsManager-APIRequests (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,USE2-AWSSecretsManagerAPIRequest (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,USW1-AWSSecretsManagerAPIRequest (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,AWS Security Hub,USE1-PaidComplianceCheck (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,AWS Security Hub,USE1-PaidComplianceCheck (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AmazonCloudWatch,CW:MetricMonitorUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Elastic Compute Cloud,BoxUsage:t3.large (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,BoxUsage:t3.large (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,Amazon Elastic Compute Cloud,BoxUsage:t3.large (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,BoxUsage:t3.medium (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,BoxUsage:t3.medium (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,BoxUsage:t3.medium (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,BoxUsage:t3.small (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,EBS:SnapshotUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Amazon Elastic Compute Cloud,EBS:SnapshotUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,EBS:SnapshotUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,EBS:SnapshotUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Elastic Compute Cloud,EBS:VolumeIOUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,EBS:VolumeUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,Amazon Elastic Compute Cloud,EBS:VolumeUsage.gp2 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Elastic Compute Cloud,EBS:VolumeUsage.gp2 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Amazon Elastic Compute Cloud,EBS:VolumeUsage.gp2 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Amazon Elastic Compute Cloud,EBS:VolumeUsage.gp3 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,HeavyUsage:t3.medium (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Relational Database Service,Aurora:StorageIOUsage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Relational Database Service,ExtendedSupport:Yr1-Yr2:MySQL5.7 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Relational Database Service,InstanceUsage:db.m5.large (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Relational Database Service,InstanceUsage:db.r5.xlarge (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,Amazon Relational Database Service,InstanceUsage:db.t3.micro (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Relational Database Service,RDS:GP2-Storage (tax),AWS Price Book,0.0,0.0,0.0,2.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Relational Database Service,RDS:GP3-Storage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),536079618115,Amazon Relational Database Service,RDS:GP3-Storage (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),393937990371,Amazon Simple Storage Service,Requests-Tier1 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),872780047379,Amazon Simple Storage Service,Requests-Tier1 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,Requests-Tier2 (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,TimedStorage-ByteHrs (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Virtual Private Cloud,USE1-PublicIPv4:InUseAddress (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Virtual Private Cloud,USE2-PublicIPv4:InUseAddress (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Virtual Private Cloud,USW2-PublicIPv4:InUseAddress (tax),AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-AFS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-AFS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-AFS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-EUN1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-AFS1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-AFS1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,USE1-EUN1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-EUN1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-EUS1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-APE1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-MES1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-MEC1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-APE1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-MES1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Location Service,EU-ResourceList,AWS Price Book,0.0,0.0,0.0,3.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Glue,USW2-Catalog-Request,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Glue,APN2-Catalog-Request,AWS Price Book,0.0,0.0,0.0,2.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Systems Manager,AWS-Auto-ScriptDuration-Tier3,AWS Price Book,0.0,0.0,0.0,7000.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Key Management Service,eu-west-3-KMS-Requests,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Key Management Service,ap-southeast-2-KMS-Requests,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Queue Service,APN2-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Queue Service,APS1-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Queue Service,APN1-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Queue Service,USW1-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Notification Service,APS3-Requests-Tier1,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,AWS Secrets Manager,SAE1-AWSSecretsManagerAPIRequest,AWS Price Book,0.0,0.0,0.0,1.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,USE1-EUW2-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,USE1-APN1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Elastic Load Balancing,USE1-APS2-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),303559958125,Elastic Load Balancing,USE1-APS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Elastic Load Balancing,USE1-APS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),622323056157,Amazon Elastic Compute Cloud,USE1-APS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Elastic Load Balancing,USE1-APS1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Simple Storage Service,USE1-USE2-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE2-APS1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Amazon Elastic Compute Cloud,USE1-EUN1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),435812277030,Elastic Load Balancing,USE1-MEC1-AWS-In-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),767398103037,Amazon Elastic Compute Cloud,USE1-PHX1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
Sourcing SPA (Andres Yelpi),18185109271,Amazon Elastic Compute Cloud,USE1-SEA1-AWS-Out-Bytes,AWS Price Book,0.0,0.0,0.0,0.0,2025-04-06
